lane_file,opportunity_id,source_id,quality_status,quality_flags,status
jobs_board_staging.csv,f8e06a07af43f36f,ledigajobb-se,ready,,Open
jobs_board_staging.csv,3f0d00188366c58d,jobbland-se,ready,,Open
jobs_board_staging.csv,7ed36efe3da6d153,platsbanken-se,ready,,Open
jobs_board_staging.csv,00ff95d103f57ea8,platsbanken-se,ready,,Open
jobs_board_staging.csv,137701ca60588328,platsbanken-se,ready,,Open
jobs_board_staging.csv,d7c39494c762cc75,platsbanken-se,ready,,Open
jobs_board_staging.csv,03530e5146d4b538,platsbanken-se,ready,,Open
jobs_board_staging.csv,9cc1a79c26353027,platsbanken-se,ready,,Open
jobs_board_staging.csv,5bc2609f558b4c4d,platsbanken-se,ready,,Pass_language
jobs_board_staging.csv,af2e62e001d7fa02,platsbanken-se,ready,,Open
jobs_board_staging.csv,81a3652b4241414a,platsbanken-se,ready,,Open
jobs_board_staging.csv,0bce5f5e6a008db9,platsbanken-se,ready,,Open
jobs_board_staging.csv,b78e37f69d6234ac,platsbanken-se,ready,,Open
jobs_board_staging.csv,8cef283376c2f612,jobserve-uk,review,missing_or_invalid_company,Open
jobs_board_staging.csv,ae0d09e52a0c5202,jobserve-uk,review,missing_or_invalid_company,Open
jobs_board_staging.csv,8881099bf3c1e577,jobserve-uk,ready,,Open
jobs_board_staging.csv,a157be11aeee225e,jobwinner-ch,ready,,Open
jobs_board_staging.csv,c145206ec7b3ea69,jobwinner-ch,ready,,Open
jobs_board_staging.csv,55b65c03c3e20d61,jobwinner-ch,ready,,Pass_language
jobs_board_staging.csv,da6980b5b601ca92,jobwinner-ch,ready,,Open
jobs_board_staging.csv,3c329c806d6a21d9,jobwinner-ch,ready,,Pass_language
jobs_board_staging.csv,de1e90d218197878,jobwinner-ch,ready,,Open
jobs_board_staging.csv,f5303c0351ab285b,jobwinner-ch,ready,,Open
jobs_board_staging.csv,531b7998e361f442,jobwinner-ch,ready,,Open
jobs_board_staging.csv,bcb52cab17049fde,jobwinner-ch,ready,,Open
jobs_board_staging.csv,8f23873054f5db3c,jobwinner-ch,ready,,Open
jobs_board_staging.csv,e8502d4549d1d491,jobwinner-ch,ready,,Pass_language
jobs_board_staging.csv,524873205ab6e07e,jobwinner-ch,ready,,Open
jobs_board_staging.csv,cd87b85cbcd64b90,jobwinner-ch,ready,,Pass_language
jobs_board_staging.csv,3fadf80851a65e6e,jobwinner-ch,ready,,Open
jobs_board_staging.csv,cb396303d73acf04,jobwinner-ch,ready,,Open
jobs_board_staging.csv,2830a1e4184f0f4a,jobwinner-ch,ready,,Open
jobs_board_staging.csv,0b8df38df2916d48,jobwinner-ch,ready,,Open
jobs_board_staging.csv,8585184008ac3351,jobwinner-ch,ready,,Open
jobs_board_staging.csv,5f2db93444cc071b,karriere-at,ready,,Open
jobs_board_staging.csv,bba57a7b32ec7d5f,karriere-at,ready,,Pass_language
jobs_board_staging.csv,327e6a3f95132719,karriere-at,ready,,Open
jobs_board_staging.csv,29f548bcac19b881,karriere-at,ready,,Pass_language
jobs_board_staging.csv,0f484945a05757b5,karriere-at,ready,,Open
jobs_board_staging.csv,19bd7c3b6ad95819,karriere-at,ready,,Open
jobs_board_staging.csv,035da1125c9e00af,karriere-at,ready,,Open
jobs_board_staging.csv,3f0bf63343babb54,karriere-at,ready,,Open
jobs_board_staging.csv,0c31979ae0690394,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,e953cc8f396159c2,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,213425b4b1e26498,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,79ecf19d33416d06,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,1b43944b28bf06e9,arbeitsagentur-de,ready,,Open
